#  TANGO SettingsManager file
#
#  Author: OpticsCouplingCorrection
#  Date:   Thu Jan 15 19:28:04 CET 2026
#
#
srmag/m-dq2/c31-c/Currents:  89.53799039929261,1.843885746666274E-5
srmag/m-dq1/c31-d/Currents:  82.09541150184333,0.3005567086402152
srmag/m-dq1/c32-b/Currents:  81.52126446906593,0.21218868139798985
srmag/m-dq2/c32-c/Currents:  89.5509982115409,-5.359908362549959E-4
srmag/m-dq1/c32-d/Currents:  81.87353923671667,-0.3895359323465897
srmag/m-dq1/c01-b/Currents:  81.45181168772939,-0.5453014322677063
srmag/m-dq2/c01-c/Currents:  89.28200603806442,-2.1661236944225948E-4
srmag/m-dq1/c01-d/Currents:  82.09620026150483,-0.3200459530390134
srmag/m-dq1/c02-b/Currents:  81.17155332220752,0.7098144803668873
srmag/m-dq2/c02-c/Currents:  90.0299981946863,-1.3905216088971883E-4
srmag/m-dq1/c02-d/Currents:  82.02639357556993,-0.734685564605968
srmag/m-dq1/c03-b/Currents:  82.40383301682391,-1.032770344576619
srmag/m-dq2/c03-c/Currents:  89.50200602496939,7.261259498392292E-4
srmag/m-dq1/c03-d/Currents:  81.27761585173127,0.7537980862394988
srmag/m-qf1/c04-a/Current:  133.05299545768472
srmag/m-qd2/c04-a/Current:  61.11774362462477
srmag/m-qf2/c04-a/Current:  78.19298415879676
srmag/m-qd3/c04-a/Current:  81.44731357915634
srmag/m-qf4/c04-a/Current:  78.4164424807477
srmag/m-qf4/c04-b/Current:  75.73316852444081
srmag/m-qd5/c04-b/Current:  91.07539697325531
srmag/m-qf6/c04-b/Current:  92.54700187387729
srmag/m-qf8/c04-b/Current:  87.71290044150821
srmag/m-qf8/c04-d/Current:  87.56990736271142
srmag/m-qf6/c04-d/Current:  92.11899405881282
srmag/m-qd5/c04-d/Current:  90.19992521595503
srmag/m-qf4/c04-d/Current:  75.92481929742125
srmag/m-qf4/c04-e/Current:  76.89217858526551
srmag/m-qd3/c04-e/Current:  76.19157298160665
srmag/m-qd2/c04-e/Current:  88.80252915296931
srmag/m-qf1/c04-e/Current:  80.84864413527033
srmag/m-qf1/c05-a/Current:  81.1978311015376
srmag/m-qd2/c05-a/Current:  89.07112229071639
srmag/m-qd3/c05-a/Current:  75.28103414845376
srmag/m-qf4/c05-a/Current:  76.17736763792873
srmag/m-qf4/c05-b/Current:  75.60189061989949
srmag/m-qd5/c05-b/Current:  90.62323598434509
srmag/m-qf6/c05-b/Current:  92.40200396936297
srmag/m-qf8/c05-b/Current:  87.53499419010414
srmag/m-qf8/c05-d/Current:  87.341994188584
srmag/m-qf6/c05-d/Current:  91.95688751827744
srmag/m-qd5/c05-d/Current:  89.29588421320787
srmag/m-qf4/c05-d/Current:  74.55120028125427
srmag/m-qf4/c05-e/Current:  77.7179020689948
srmag/m-qd3/c05-e/Current:  74.92428601253437
srmag/m-qd2/c05-e/Current:  88.9949322909317
srmag/m-qf1/c05-e/Current:  80.72129559956402
srmag/m-qf1/c06-a/Current:  80.86861014353686
srmag/m-qd2/c06-a/Current:  87.72209479384472
srmag/m-qd3/c06-a/Current:  75.71959686643868
srmag/m-qf4/c06-a/Current:  76.4311504047764
srmag/m-qf4/c06-b/Current:  75.86978900006899
srmag/m-qd5/c06-b/Current:  90.56575005944622
srmag/m-qf6/c06-b/Current:  93.13699412026817
srmag/m-qf8/c06-b/Current:  88.38700207858852
srmag/m-qf8/c06-d/Current:  88.0959942637848
srmag/m-qf6/c06-d/Current:  93.17200193297744
srmag/m-qd5/c06-d/Current:  90.04292042144839
srmag/m-qf4/c06-d/Current:  75.26179883557137
srmag/m-qf4/c06-e/Current:  76.22241974921029
srmag/m-qd3/c06-e/Current:  75.35724104657885
srmag/m-qd2/c06-e/Current:  88.9123980596278
srmag/m-qf1/c06-e/Current:  81.12695674823718
srmag/m-qf1/c07-a/Current:  81.0728591445221
srmag/m-qd2/c07-a/Current:  88.39536002378931
srmag/m-qd3/c07-a/Current:  75.61946292326955
srmag/m-qf4/c07-a/Current:  76.56493525788574
srmag/m-qf4/c07-b/Current:  75.83358029655128
srmag/m-qd5/c07-b/Current:  89.74723513783141
srmag/m-qf6/c07-b/Current:  92.9860048708385
srmag/m-qf8/c07-b/Current:  88.18000988944088
srmag/m-qf8/c07-d/Current:  88.6390098930662
srmag/m-qf6/c07-d/Current:  92.42199533971947
srmag/m-qd5/c07-d/Current:  89.15622202747332
srmag/m-qf4/c07-d/Current:  74.20869954263031
srmag/m-qf4/c07-e/Current:  77.23306531707358
srmag/m-qd3/c07-e/Current:  75.64447951845732
srmag/m-qd2/c07-e/Current:  88.69441974055168
srmag/m-qf1/c07-e/Current:  80.66092748431609
srmag/m-qf1/c08-a/Current:  80.57392656117766
srmag/m-qd2/c08-a/Current:  87.30721433153279
srmag/m-qd3/c08-a/Current:  75.70265315453943
srmag/m-qf4/c08-a/Current:  76.61243267482308
srmag/m-qf4/c08-b/Current:  76.13677124178119
srmag/m-qd5/c08-b/Current:  90.97222486347825
srmag/m-qf6/c08-b/Current:  92.07699699593284
srmag/m-qf8/c08-b/Current:  88.5789005175917
srmag/m-qf8/c08-d/Current:  88.4820098918405
srmag/m-qf6/c08-d/Current:  92.92598846713183
srmag/m-qd5/c08-d/Current:  90.6154203619783
srmag/m-qf4/c08-d/Current:  75.38901594791014
srmag/m-qf4/c08-e/Current:  76.18629898883978
srmag/m-qd3/c08-e/Current:  75.86686331917791
srmag/m-qd2/c08-e/Current:  88.18740846686552
srmag/m-qf1/c08-e/Current:  81.28603598658292
srmag/m-qf1/c09-a/Current:  80.70584226053164
srmag/m-qd2/c09-a/Current:  88.47801993144508
srmag/m-qd3/c09-a/Current:  75.38645948390393
srmag/m-qf4/c09-a/Current:  76.28470472454681
srmag/m-qf4/c09-b/Current:  75.8255264525457
srmag/m-qd5/c09-b/Current:  89.66229434691701
srmag/m-qf6/c09-b/Current:  92.86700193114021
srmag/m-qf8/c09-b/Current:  87.55790044028426
srmag/m-qf8/c09-d/Current:  87.53000200256402
srmag/m-qf6/c09-d/Current:  92.52700187375534
srmag/m-qd5/c09-d/Current:  90.60747660248708
srmag/m-qf4/c09-d/Current:  75.60382196136884
srmag/m-qf4/c09-e/Current:  76.3048508843368
srmag/m-qd3/c09-e/Current:  75.48308493733643
srmag/m-qd2/c09-e/Current:  89.1060602685814
srmag/m-qf1/c09-e/Current:  80.96751983448699
srmag/m-qf1/c10-a/Current:  80.68337239771891
srmag/m-qd2/c10-a/Current:  87.90305819293732
srmag/m-qd3/c10-a/Current:  75.61384027562426
srmag/m-qf4/c10-a/Current:  76.30441866310258
srmag/m-qf4/c10-b/Current:  76.12717838234016
srmag/m-qd5/c10-b/Current:  89.78542676584524
srmag/m-qf6/c10-b/Current:  93.00200974445377
srmag/m-qf8/c10-b/Current:  88.09599426378439
srmag/m-qf8/c10-d/Current:  88.39200989113353
srmag/m-qf6/c10-d/Current:  92.51200104093245
srmag/m-qd5/c10-d/Current:  89.74205484975751
srmag/m-qf4/c10-d/Current:  75.97755378693618
srmag/m-qf4/c10-e/Current:  76.4002563547484
srmag/m-qd3/c10-e/Current:  75.54862258124923
srmag/m-qd2/c10-e/Current:  87.79889766590239
srmag/m-qf1/c10-e/Current:  81.07294492425873
srmag/m-qf1/c11-a/Current:  80.97566812017253
srmag/m-qd2/c11-a/Current:  89.49771224397395
srmag/m-qd3/c11-a/Current:  75.16032579257674
srmag/m-qf4/c11-a/Current:  76.11022361916947
srmag/m-qf4/c11-b/Current:  75.6824547451505
srmag/m-qd5/c11-b/Current:  89.92461770407738
srmag/m-qf6/c11-b/Current:  92.02200187073309
srmag/m-qf8/c11-b/Current:  88.44790051655926
srmag/m-qf8/c11-d/Current:  88.17200207689517
srmag/m-qf6/c11-d/Current:  92.48200187349264
srmag/m-qd5/c11-d/Current:  90.03359037476112
srmag/m-qf4/c11-d/Current:  75.44906054007674
srmag/m-qf4/c11-e/Current:  76.39282473195411
srmag/m-qd3/c11-e/Current:  75.46413768046853
srmag/m-qd2/c11-e/Current:  88.7517674732747
srmag/m-qf1/c11-e/Current:  81.08800312641509
srmag/m-qf1/c12-a/Current:  81.02180195731536
srmag/m-qd2/c12-a/Current:  88.4865792323718
srmag/m-qd3/c12-a/Current:  74.94185210263785
srmag/m-qf4/c12-a/Current:  76.1525849165413
srmag/m-qf4/c12-b/Current:  75.5893548093988
srmag/m-qd5/c12-b/Current:  89.59073343050555
srmag/m-qf6/c12-b/Current:  93.16400193292314
srmag/m-qf8/c12-b/Current:  87.44900200192548
srmag/m-qf8/c12-d/Current:  88.36300989089906
srmag/m-qf6/c12-d/Current:  93.0379941196693
srmag/m-qd5/c12-d/Current:  89.76518195230726
srmag/m-qf4/c12-d/Current:  74.88873448385617
srmag/m-qf4/c12-e/Current:  76.8820790933097
srmag/m-qd3/c12-e/Current:  75.12119564310926
srmag/m-qd2/c12-e/Current:  88.64934470541391
srmag/m-qf1/c12-e/Current:  80.68688570315844
srmag/m-qf1/c13-a/Current:  80.59188901344103
srmag/m-qd2/c13-a/Current:  87.79890472421545
srmag/m-qd3/c13-a/Current:  75.04742269277098
srmag/m-qf4/c13-a/Current:  76.70985111798467
srmag/m-qf4/c13-b/Current:  75.65214246690783
srmag/m-qd5/c13-b/Current:  89.70333661369968
srmag/m-qf6/c13-b/Current:  92.61300187427692
srmag/m-qf8/c13-b/Current:  88.50700207953015
srmag/m-qf8/c13-d/Current:  87.98800988793921
srmag/m-qf6/c13-d/Current:  93.31690037134048
srmag/m-qd5/c13-d/Current:  89.631676773701
srmag/m-qf4/c13-d/Current:  75.65967546167637
srmag/m-qf4/c13-e/Current:  76.64593075906527
srmag/m-qd3/c13-e/Current:  74.85635104674604
srmag/m-qd2/c13-e/Current:  88.21491489598789
srmag/m-qf1/c13-e/Current:  80.52880981064497
srmag/m-qf1/c14-a/Current:  80.73130779652618
srmag/m-qd2/c14-a/Current:  89.01821233346338
srmag/m-qd3/c14-a/Current:  75.57186307884263
srmag/m-qf4/c14-a/Current:  76.73156953347413
srmag/m-qf4/c14-b/Current:  75.58766540637377
srmag/m-qd5/c14-b/Current:  90.43306728378317
srmag/m-qf6/c14-b/Current:  92.44790901400947
srmag/m-qf8/c14-b/Current:  88.38200989104062
srmag/m-qf8/c14-d/Current:  88.36300896716398
srmag/m-qf6/c14-d/Current:  92.24198706095217
srmag/m-qd5/c14-d/Current:  89.60063821148665
srmag/m-qf4/c14-d/Current:  78.64981094867545
srmag/m-qf4/c14-e/Current:  71.78536109217538
srmag/m-qd3/c14-e/Current:  72.61708091299013
srmag/m-qd2/c14-e/Current:  93.42013764248486
srmag/m-qf1/c14-e/Current:  84.03346079884402
srmag/m-qf1/c15-a/Current:  83.9884071247981
srmag/m-qd2/c15-a/Current:  93.67715987867633
srmag/m-qd3/c15-a/Current:  72.18898244679664
srmag/m-qf4/c15-a/Current:  72.25780373382995
srmag/m-qf4/c15-b/Current:  77.29297798085791
srmag/m-qd5/c15-b/Current:  88.68495557360413
srmag/m-qf6/c15-b/Current:  93.3990039702973
srmag/m-qf8/c15-b/Current:  87.67700200372545
srmag/m-qf8/c15-d/Current:  88.32890051561807
srmag/m-qf6/c15-d/Current:  92.63698620814809
srmag/m-qd5/c15-d/Current:  89.96005439537352
srmag/m-qf4/c15-d/Current:  78.68468243997958
srmag/m-qf4/c15-e/Current:  70.12211118151346
srmag/m-qd3/c15-e/Current:  71.82340869649514
srmag/m-qd2/c15-e/Current:  95.61746563319653
srmag/m-qf1/c15-e/Current:  85.57877267293257
srmag/m-qf1/c16-a/Current:  84.67704955326398
srmag/m-qd2/c16-a/Current:  95.24495805472883
srmag/m-qd3/c16-a/Current:  71.46095679350974
srmag/m-qf4/c16-a/Current:  70.13044583912028
srmag/m-qf4/c16-b/Current:  79.35704161247891
srmag/m-qd5/c16-b/Current:  90.96573894379497
srmag/m-qf6/c16-b/Current:  93.40700058134726
srmag/m-qf8/c16-b/Current:  88.67500989334994
srmag/m-qf8/c16-d/Current:  88.69190833098784
srmag/m-qf6/c16-d/Current:  92.72699760756377
srmag/m-qd5/c16-d/Current:  89.46808032740704
srmag/m-qf4/c16-d/Current:  75.42166889509649
srmag/m-qf4/c16-e/Current:  76.37618343559235
srmag/m-qd3/c16-e/Current:  75.37990488856738
srmag/m-qd2/c16-e/Current:  89.24691405894104
srmag/m-qf1/c16-e/Current:  81.03984614742149
srmag/m-qf1/c17-a/Current:  80.21944994508466
srmag/m-qd2/c17-a/Current:  88.63309378091905
srmag/m-qd3/c17-a/Current:  75.2490865086936
srmag/m-qf4/c17-a/Current:  76.04712685824025
srmag/m-qf4/c17-b/Current:  75.13608838915101
srmag/m-qd5/c17-b/Current:  88.99950868983677
srmag/m-qf6/c17-b/Current:  92.82890036841324
srmag/m-qf8/c17-b/Current:  88.38700207858575
srmag/m-qf8/c17-d/Current:  88.36999426594706
srmag/m-qf6/c17-d/Current:  93.08299411993856
srmag/m-qd5/c17-d/Current:  90.5015487746115
srmag/m-qf4/c17-d/Current:  76.12892362497756
srmag/m-qf4/c17-e/Current:  76.33447161476077
srmag/m-qd3/c17-e/Current:  75.40872776526088
srmag/m-qd2/c17-e/Current:  88.31493239095761
srmag/m-qf1/c17-e/Current:  80.98270738643978
srmag/m-qf1/c18-a/Current:  80.89963133726248
srmag/m-qd2/c18-a/Current:  88.51278446292464
srmag/m-qd3/c18-a/Current:  75.23136625731827
srmag/m-qf4/c18-a/Current:  76.22166365691267
srmag/m-qf4/c18-b/Current:  75.48491634010342
srmag/m-qd5/c18-b/Current:  89.50732058292084
srmag/m-qf6/c18-b/Current:  92.75199406260646
srmag/m-qf8/c18-b/Current:  88.49600207943622
srmag/m-qf8/c18-d/Current:  87.55790044028426
srmag/m-qf6/c18-d/Current:  92.56500187398731
srmag/m-qd5/c18-d/Current:  89.61239702492205
srmag/m-qf4/c18-d/Current:  75.37893663774844
srmag/m-qf4/c18-e/Current:  76.57417333438937
srmag/m-qd3/c18-e/Current:  75.77825667812631
srmag/m-qd2/c18-e/Current:  87.9792962757666
srmag/m-qf1/c18-e/Current:  80.91471226474673
srmag/m-qf1/c19-a/Current:  81.04679201620334
srmag/m-qd2/c19-a/Current:  89.31151634498956
srmag/m-qd3/c19-a/Current:  75.20476925893516
srmag/m-qf4/c19-a/Current:  75.88927717091508
srmag/m-qf4/c19-b/Current:  75.51488385984727
srmag/m-qd5/c19-b/Current:  90.25875484904323
srmag/m-qf6/c19-b/Current:  92.70990031235127
srmag/m-qf8/c19-b/Current:  88.38700207858852
srmag/m-qf8/c19-d/Current:  88.03099426326726
srmag/m-qf6/c19-d/Current:  92.50900187365033
srmag/m-qd5/c19-d/Current:  90.70743775385984
srmag/m-qf4/c19-d/Current:  75.49332126035951
srmag/m-qf4/c19-e/Current:  76.40013796603556
srmag/m-qd3/c19-e/Current:  75.50004180931182
srmag/m-qd2/c19-e/Current:  87.88753113980115
srmag/m-qf1/c19-e/Current:  80.89963133726248
srmag/m-qf1/c20-a/Current:  80.78114228824417
srmag/m-qd2/c20-a/Current:  88.46344228410932
srmag/m-qd3/c20-a/Current:  75.19024910320779
srmag/m-qf4/c20-a/Current:  76.46454077237978
srmag/m-qf4/c20-b/Current:  76.38843494583051
srmag/m-qd5/c20-b/Current:  90.13460556767613
srmag/m-qf6/c20-b/Current:  92.38200191264033
srmag/m-qf8/c20-b/Current:  87.8000020739411
srmag/m-qf8/c20-d/Current:  88.89200215091327
srmag/m-qf6/c20-d/Current:  92.44791435917428
srmag/m-qd5/c20-d/Current:  89.66271510355021
srmag/m-qf4/c20-d/Current:  75.36594489144022
srmag/m-qf4/c20-e/Current:  76.29878719818807
srmag/m-qd3/c20-e/Current:  75.55046264501121
srmag/m-qd2/c20-e/Current:  88.91068755402021
srmag/m-qf1/c20-e/Current:  81.23596074461678
srmag/m-qf1/c21-a/Current:  80.58389723569539
srmag/m-qd2/c21-a/Current:  87.70871235161782
srmag/m-qd3/c21-a/Current:  75.42710726684184
srmag/m-qf4/c21-a/Current:  76.38908288587253
srmag/m-qf4/c21-b/Current:  75.65531123651779
srmag/m-qd5/c21-b/Current:  90.14589434311704
srmag/m-qf6/c21-b/Current:  93.20900193319265
srmag/m-qf8/c21-b/Current:  88.3760020784919
srmag/m-qf8/c21-d/Current:  88.58490051763984
srmag/m-qf6/c21-d/Current:  92.32590031005577
srmag/m-qd5/c21-d/Current:  89.11063520559908
srmag/m-qf4/c21-d/Current:  75.97326375719922
srmag/m-qf4/c21-e/Current:  76.44089757042708
srmag/m-qd3/c21-e/Current:  75.48924977328478
srmag/m-qd2/c21-e/Current:  88.95771960122434
srmag/m-qf1/c21-e/Current:  81.11709494397144
srmag/m-qf1/c22-a/Current:  80.75284041111888
srmag/m-qd2/c22-a/Current:  88.93581185395381
srmag/m-qd3/c22-a/Current:  75.38284048943663
srmag/m-qf4/c22-a/Current:  76.17092111169566
srmag/m-qf4/c22-b/Current:  75.42973531576554
srmag/m-qd5/c22-b/Current:  89.56746473453495
srmag/m-qf6/c22-b/Current:  92.88600257500327
srmag/m-qf8/c22-b/Current:  88.6670105868986
srmag/m-qf8/c22-d/Current:  88.3400027709506
srmag/m-qf6/c22-d/Current:  92.88600257500346
srmag/m-qd5/c22-d/Current:  90.63455745704009
srmag/m-qf4/c22-d/Current:  75.79770225325262
srmag/m-qf4/c22-e/Current:  76.59907135284209
srmag/m-qd3/c22-e/Current:  75.7107825958018
srmag/m-qd2/c22-e/Current:  88.0808463194536
srmag/m-qf1/c22-e/Current:  81.07893204421188
srmag/m-qf1/c23-a/Current:  81.21299123449045
srmag/m-qd2/c23-a/Current:  88.4865792323718
srmag/m-qd3/c23-a/Current:  75.40454488956209
srmag/m-qf4/c23-a/Current:  75.9785588460449
srmag/m-qf4/c23-b/Current:  75.4659088784346
srmag/m-qd5/c23-b/Current:  90.46889658492495
srmag/m-qf6/c23-b/Current:  93.60101470906152
srmag/m-qf8/c23-b/Current:  89.07890840237778
srmag/m-qf8/c23-d/Current:  88.7700020816001
srmag/m-qf6/c23-d/Current:  92.30500352110855
srmag/m-qd5/c23-d/Current:  89.73854838836807
srmag/m-qf4/c23-d/Current:  74.08483400164612
srmag/m-qf4/c23-e/Current:  77.4234541494263
srmag/m-qd3/c23-e/Current:  75.06196930954701
srmag/m-qd2/c23-e/Current:  88.45031093068732
srmag/m-qf1/c23-e/Current:  80.74149768352201
srmag/m-qf1/c24-a/Current:  80.93744288577217
srmag/m-qd2/c24-a/Current:  88.84060680757774
srmag/m-qd3/c24-a/Current:  75.60597190943515
srmag/m-qf4/c24-a/Current:  76.44952260344807
srmag/m-qf4/c24-b/Current:  75.40163133624596
srmag/m-qd5/c24-b/Current:  89.46600932225712
srmag/m-qf6/c24-b/Current:  93.17200193297744
srmag/m-qf8/c24-b/Current:  88.6150020803786
srmag/m-qf8/c24-d/Current:  88.46590051670098
srmag/m-qf6/c24-d/Current:  92.86700193114505
srmag/m-qd5/c24-d/Current:  89.07849496421233
srmag/m-qf4/c24-d/Current:  75.40469914163317
srmag/m-qf4/c24-e/Current:  76.27462677567675
srmag/m-qd3/c24-e/Current:  75.73557314400635
srmag/m-qd2/c24-e/Current:  88.91257843772432
srmag/m-qf1/c24-e/Current:  80.85950194750289
srmag/m-qf1/c25-a/Current:  80.47252225350823
srmag/m-qd2/c25-a/Current:  88.4858237911869
srmag/m-qd3/c25-a/Current:  75.06675288155343
srmag/m-qf4/c25-a/Current:  76.54913568396272
srmag/m-qf4/c25-b/Current:  75.76259582854946
srmag/m-qd5/c25-b/Current:  89.71256260140488
srmag/m-qf6/c25-b/Current:  92.81200538685641
srmag/m-qf8/c25-b/Current:  88.63699426806373
srmag/m-qf8/c25-d/Current:  88.23199426486507
srmag/m-qf6/c25-d/Current:  92.09600048488582
srmag/m-qd5/c25-d/Current:  88.6008369540016
srmag/m-qf4/c25-d/Current:  74.57349414220566
srmag/m-qf4/c25-e/Current:  77.56024978264405
srmag/m-qd3/c25-e/Current:  75.14313531351247
srmag/m-qd2/c25-e/Current:  88.75746098091977
srmag/m-qf1/c25-e/Current:  80.5395403090485
srmag/m-qf1/c26-a/Current:  81.51744059780624
srmag/m-qd2/c26-a/Current:  88.69136000581778
srmag/m-qd3/c26-a/Current:  75.53787541800932
srmag/m-qf4/c26-a/Current:  76.6699826803431
srmag/m-qf4/c26-b/Current:  76.15455284908042
srmag/m-qd5/c26-b/Current:  89.64176132976932
srmag/m-qf6/c26-b/Current:  92.44700534025087
srmag/m-qf8/c26-b/Current:  88.12600207651909
srmag/m-qf8/c26-d/Current:  88.62600208046864
srmag/m-qf6/c26-d/Current:  93.15098801269907
srmag/m-qd5/c26-d/Current:  90.24729390166208
srmag/m-qf4/c26-d/Current:  75.29217740536478
srmag/m-qf4/c26-e/Current:  76.58993630420336
srmag/m-qd3/c26-e/Current:  75.44662017091008
srmag/m-qd2/c26-e/Current:  88.70632994254309
srmag/m-qf1/c26-e/Current:  80.68206063849505
srmag/m-qf1/c27-a/Current:  80.66393002459603
srmag/m-qd2/c27-a/Current:  88.58853126662285
srmag/m-qd3/c27-a/Current:  75.56783961012702
srmag/m-qf4/c27-a/Current:  76.33613837010732
srmag/m-qf4/c27-b/Current:  74.9458136374185
